"","biddingZone_Domain.mRID","start_DateAndOrTime.date","start_DateAndOrTime.time","end_DateAndOrTime.date","end_DateAndOrTime.time","quantity_Measure_Unit.name","production_RegisteredResource.mRID","production_RegisteredResource.name","production_RegisteredResource.pSRType.powerSystemResources.mRID","production_RegisteredResource.pSRType.powerSystemResources.name","production_RegisteredResource.pSRType.powerSystemResources.nominalP","reas_c","quantity","reas_t","year","st.mon","st.d","end.mon","end.d","st.datetime","end.datetime","duration_days"
"5169","10YDE-RWENET---I",2016-05-18,"06:00:00",2016-05-18,"17:30:00","MAW","11WD7MITB1C----N","Bexbach","11WD7MITB1C---A1","BEXBACH_A_GESAMT","726","A95","691",NA,"2016","05","18","05","18",2016-05-18 06:00:00,2016-05-18 17:30:00,0.479166666666667
"5170","10YDE-RWENET---I",2016-06-02,"05:29:00",2016-06-02,"09:34:00","MAW","11WD7WEST1S-KW-K","Westfalen","11WD7WSFN1S--E-Z","Westfalen E","780","B18","0",NA,"2016","06","02","06","02",2016-06-02 05:29:00,2016-06-02 09:34:00,0.170138888888889
"5171","10YDE-RWENET---I",2016-06-15,"05:30:00",2016-06-15,"07:34:00","MAW","11WD7VOER1S--KWG","Kraftwerk Voerde","11WD7VOER1S--B-Z","Kraftwerk Voerde Block B","695","B18","0",NA,"2016","06","15","06","15",2016-06-15 05:30:00,2016-06-15 07:34:00,0.0861111111111111
"5172","10YDE-RWENET---I",2016-06-28,"06:30:00",2016-06-28,"08:00:00","MAW","11WD7GKWE2S--KW8","GK-West","11WD7GKWE2S--1-K","GK-WEST_1","320","B18","290",NA,"2016","06","28","06","28",2016-06-28 06:30:00,2016-06-28 08:00:00,0.0625
"5174","10YDE-RWENET---I",2016-07-28,"09:30:00",2016-07-28,"17:35:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE2S--7-2","LUENEN_7","324","A95","305",NA,"2016","07","28","07","28",2016-07-28 09:30:00,2016-07-28 17:35:00,0.336805555555556
"5175","10YDE-RWENET---I",2016-08-27,"05:00:00",2016-09-04,"07:00:00","MAW","11WD7VOLK5S--KWI","Voelklingen","11WD7VOLK5S-MKV2","VOELKLINGEN_MKV","179","B18","0",NA,"2016","08","27","09","04",2016-08-27 05:00:00,2016-09-04 07:00:00,8.08333333333333
"5176","10YDE-RWENET---I",2016-09-09,"14:07:00",2016-09-09,"17:02:00","MAW","11WD7EMSL-G-KW-T","Emsland","11WD7EMSL-G-BLB0","Emsland B","475","B18","116",NA,"2016","09","09","09","09",2016-09-09 14:07:00,2016-09-09 17:02:00,0.121527777777778
"5177","10YDE-RWENET---I",2016-09-26,"13:30:00",2016-09-26,"15:45:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS5S--9-Y","WALSUM_9","370","A95","290",NA,"2016","09","26","09","26",2016-09-26 13:30:00,2016-09-26 15:45:00,0.09375
"5178","10YDE-RWENET---I",2016-10-16,"04:42:00",2016-10-16,"06:35:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--K-0","Niederaußem K (BoA 1)","924","B18","815",NA,"2016","10","16","10","16",2016-10-16 04:42:00,2016-10-16 06:35:00,0.0784722222222222
"5179","10YDE-RWENET---I",2016-11-01,"02:38:00",2016-11-01,"15:50:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--H-9","Niederaußem H","639","B18","271",NA,"2016","11","01","11","01",2016-11-01 02:38:00,2016-11-01 15:50:00,0.55
"5180","10YDE-RWENET---I",2016-11-13,"08:00:00",2016-11-13,"10:10:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--E-B","Niederaußem E","302","B18","152",NA,"2016","11","13","11","13",2016-11-13 08:00:00,2016-11-13 10:10:00,0.0902777777777778
"5181","10YDE-RWENET---I",2016-11-26,"03:00:00",2016-11-26,"19:00:00","MAW","11WD7STUM----KW9","KW Hamm-Uentrop","11WD7KWHU1GBL20B","KW Hamm-Uentrop Block 20","425","B18","0",NA,"2016","11","26","11","26",2016-11-26 03:00:00,2016-11-26 19:00:00,0.666666666666667
"5182","10YDE-RWENET---I",2016-12-13,"10:20:00",2016-12-13,"14:50:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","B18","200","Other","2016","12","13","12","13",2016-12-13 10:20:00,2016-12-13 14:50:00,0.1875
"5183","10YDE-RWENET---I",2017-01-16,"17:20:00",2017-01-17,"11:56:00","MAW","11WD7HERN2S--KWU","Herne","11WD7HERN2S-3--W","HERNE_3","280","B18","130",NA,"2017","01","16","01","17",2017-01-16 17:20:00,2017-01-17 11:56:00,0.775
"5184","10YDE-RWENET---I",2017-01-26,"08:33:00",2017-01-26,"10:00:00","MAW","11WD7NORF5G--KWG","Kraftwerk Lausward","11WD7NORF5GAGUDC","Block AGuD","100","B18","0",NA,"2017","01","26","01","26",2017-01-26 08:33:00,2017-01-26 10:00:00,0.0604166666666667
"5185","10YDE-RWENET---I",2017-02-10,"19:00:00",2017-02-11,"21:30:00","MAW","11WD7GKWE2S--KW8","GK-West","11WD7GKWE2S--2-H","GK-WEST_2","320","B18","0",NA,"2017","02","10","02","11",2017-02-10 19:00:00,2017-02-11 21:30:00,1.10416666666667
"5186","10YDE-RWENET---I",2017-03-01,"03:30:00",2017-03-01,"06:48:00","MAW","11WD7IBBE2S--KW6","Ibbenbüren","11WD7IBBE2S--B-P","Ibbenbüren B","791","B18","0",NA,"2017","03","01","03","01",2017-03-01 03:30:00,2017-03-01 06:48:00,0.1375
"5187","10YDE-RWENET---I",2017-03-14,"08:15:00",2017-03-15,"13:00:00","MAW","11WD7MITB1C----N","Bexbach","11WD7MITB1C---A1","BEXBACH_A_GESAMT","726","B18","0",NA,"2017","03","14","03","15",2017-03-14 08:15:00,2017-03-15 13:00:00,1.19791666666667
"5188","10YDE-RWENET---I",2017-03-30,"11:30:00",2017-03-30,"12:15:00","MAW","11WD4SWSW5HD7--F","Schluchsee","11WD4WEHR1HD7--M","Wehr","455","B18","227.5",NA,"2017","03","30","03","30",2017-03-30 11:30:00,2017-03-30 12:15:00,0.03125
"5189","10YDE-RWENET---I",2017-05-02,"05:40:00",2017-05-02,"10:10:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","B18","180","Other","2017","05","02","05","02",2017-05-02 05:40:00,2017-05-02 10:10:00,0.1875
"5190","10YDE-RWENET---I",2017-05-18,"20:57:00",2017-05-18,"22:30:00","MAW","11WD7KOEP2P--KWG","Koepchenwerk","11WD7KOEP2P--5-G","Koepchenwerk","162","B18","3",NA,"2017","05","18","05","18",2017-05-18 20:57:00,2017-05-18 22:30:00,0.0645833333333333
"5191","10YDE-RWENET---I",2017-05-30,"23:20:00",2017-06-01,"01:30:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","B18","165","Other","2017","05","30","06","01",2017-05-30 23:20:00,2017-06-01 01:30:00,1.09027777777778
"5192","10YDE-RWENET---I",2017-06-24,"09:28:00",2017-06-27,"07:01:00","MAW","11WD7FRIM2B-KW-M","Frimmersdorf","11WD7FRIM2B--Q-D","Frimmersdorf Q","291","B18","0",NA,"2017","06","24","06","27",2017-06-24 09:28:00,2017-06-27 07:01:00,2.89791666666667
"5194","10YDE-RWENET---I",2017-07-30,"13:25:00",2017-07-30,"15:44:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--G-C","Niederaußem G","629","B18","83",NA,"2017","07","30","07","30",2017-07-30 13:25:00,2017-07-30 15:44:00,0.0965277777777778
"5195","10YDE-RWENET---I",2017-08-25,"20:00:00",2017-08-27,"17:30:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS5S--9-Y","WALSUM_9","370","A95","290",NA,"2017","08","25","08","27",2017-08-25 20:00:00,2017-08-27 17:30:00,1.89583333333333
"5196","10YDE-RWENET---I",2017-09-15,"04:41:00",2017-09-15,"05:25:00","MAW","11WD7IBBE2S--KW6","Ibbenbüren","11WD7IBBE2S--B-P","Ibbenbüren B","791","B18","63",NA,"2017","09","15","09","15",2017-09-15 04:41:00,2017-09-15 05:25:00,0.0305555555555556
"5197","10YDE-RWENET---I",2017-09-29,"11:00:00",2017-10-01,"22:00:00","MAW","11WD7BISC5GKW23O","KW Mainz-Wiesbaden","11WD7BISC5GKW3-T","KMW_KW3","450","B18","0",NA,"2017","09","29","10","01",2017-09-29 11:00:00,2017-10-01 22:00:00,2.45833333333333
"5198","10YDE-RWENET---I",2017-10-14,"16:45:00",2017-10-15,"07:30:00","MAW","11WD7VOLK5S--KWI","Voelklingen","11WD7VOLK5S-MKV2","VOELKLINGEN_MKV","179","B18","0",NA,"2017","10","14","10","15",2017-10-14 16:45:00,2017-10-15 07:30:00,0.614583333333333
"5199","10YDE-RWENET---I",2017-10-23,"03:30:00",2017-10-27,"10:00:00","MAW","11WD7KWHU----KW9","KW Lünen","11WD7STUM1SBL10G","KW Lünen Block 1","746","B18","307",NA,"2017","10","23","10","27",2017-10-23 03:30:00,2017-10-27 10:00:00,4.27083333333333
"5200","10YDE-RWENET---I",2017-11-13,"05:30:00",2017-11-13,"06:25:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE2S--7-2","LUENEN_7","324","B18","224",NA,"2017","11","13","11","13",2017-11-13 05:30:00,2017-11-13 06:25:00,0.0381944444444444
"5201","10YDE-RWENET---I",2017-11-20,"02:23:00",2017-11-20,"04:23:00","MAW","11WD7NORF5G--KWG","Kraftwerk Lausward","11WD7NORF5GGUDFA","Block F","595","B18","0",NA,"2017","11","20","11","20",2017-11-20 02:23:00,2017-11-20 04:23:00,0.0833333333333333
"5202","10YDE-RWENET---I",2017-12-07,"11:56:00",2017-12-07,"16:40:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS5B--E-Y","Weisweiler E","322","B18","152",NA,"2017","12","07","12","07",2017-12-07 11:56:00,2017-12-07 16:40:00,0.197222222222222
"5203","10YDE-RWENET---I",2017-12-27,"04:30:00",2017-12-27,"05:59:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS5S--9-Y","WALSUM_9","370","B18","230",NA,"2017","12","27","12","27",2017-12-27 04:30:00,2017-12-27 05:59:00,0.0618055555555556
"5204","10YDE-RWENET---I",2018-01-29,"07:30:00",2018-01-29,"08:00:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--F-L","Neurath F","1060","B18","560",NA,"2018","01","29","01","29",2018-01-29 07:30:00,2018-01-29 08:00:00,0.0208333333333333
"5205","10YDE-RWENET---I",2018-02-05,"01:42:00",2018-02-05,"02:39:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--D-R","Neurath D","604","B18","344",NA,"2018","02","05","02","05",2018-02-05 01:42:00,2018-02-05 02:39:00,0.0395833333333333
"5206","10YDE-RWENET---I",2018-02-19,"06:50:00",2018-02-19,"08:05:00","MAW","11WD7EMSL-G-KW-T","Emsland","11WD7EMSL-G-BLCZ","Emsland C","475","B18","116",NA,"2018","02","19","02","19",2018-02-19 06:50:00,2018-02-19 08:05:00,0.0520833333333333
"5207","10YDE-RWENET---I",2018-03-14,"04:15:00",2018-03-14,"09:30:00","MAW","11WD7BERG1S--KWB","Bergkamen","11WD7BERG1S--A-X","BERGKAMEN_A","717","B18","585",NA,"2018","03","14","03","14",2018-03-14 04:15:00,2018-03-14 09:30:00,0.21875
"5208","10YDE-RWENET---I",2018-04-13,"06:33:00",2018-04-13,"11:23:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","B18","120","Other","2018","04","13","04","13",2018-04-13 06:33:00,2018-04-13 11:23:00,0.201388888888889
"5209","10YDE-RWENET---I",2018-05-23,"14:50:00",2018-05-23,"15:36:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR2B--A-T","Neurath A","294","B18","3","Other","2018","05","23","05","23",2018-05-23 14:50:00,2018-05-23 15:36:00,0.0319444444444444
"5210","10YDE-RWENET---I",2018-06-06,"12:30:00",2018-06-06,"16:05:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--H-G","Weisweiler H","656","B18","260",NA,"2018","06","06","06","06",2018-06-06 12:30:00,2018-06-06 16:05:00,0.149305555555556
"5211","10YDE-RWENET---I",2018-07-26,"15:30:00",2018-07-27,"13:50:00","MAW","11WD7BERG1S--KWB","Bergkamen","11WD7BERG1S--A-X","BERGKAMEN_A","717","A95","465",NA,"2018","07","26","07","27",2018-07-26 15:30:00,2018-07-27 13:50:00,0.930555555555556
"5212","10YDE-RWENET---I",2018-08-06,"05:30:00",2018-08-07,"09:50:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE5S--6-L","LUENEN_6","149","A95","139",NA,"2018","08","06","08","07",2018-08-06 05:30:00,2018-08-07 09:50:00,1.18055555555556
"5213","10YDE-RWENET---I",2018-08-23,"19:30:00",2018-08-23,"20:50:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE5S--6-L","LUENEN_6","149","B18","119",NA,"2018","08","23","08","23",2018-08-23 19:30:00,2018-08-23 20:50:00,0.0555555555555556
"5214","10YDE-RWENET---I",2018-09-05,"12:03:00",2018-09-05,"12:45:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS5S--9-Y","WALSUM_9","370","A95","230",NA,"2018","09","05","09","05",2018-09-05 12:03:00,2018-09-05 12:45:00,0.0291666666666667
"5215","10YDE-RWENET---I",2018-09-16,"10:15:00",2018-09-16,"11:34:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--D-E","Niederaußem D","301","B18","201",NA,"2018","09","16","09","16",2018-09-16 10:15:00,2018-09-16 11:34:00,0.0548611111111111
"5216","10YDE-RWENET---I",2018-10-05,"09:30:00",2018-10-05,"10:55:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--D-E","Niederaußem D","301","B18","152",NA,"2018","10","05","10","05",2018-10-05 09:30:00,2018-10-05 10:55:00,0.0590277777777778
"5217","10YDE-RWENET---I",2018-10-25,"11:17:00",2018-10-25,"15:30:00","MAW","11WD7NORF5G--KWG","Kraftwerk Lausward","11WD7NORF5GGUDFA","Block F","595","B20","0","External Factors","2018","10","25","10","25",2018-10-25 11:17:00,2018-10-25 15:30:00,0.175694444444444
"5218","10YDE-RWENET---I",2018-11-07,"06:45:00",2018-11-08,"10:55:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE5S--6-L","LUENEN_6","149","A95","94",NA,"2018","11","07","11","08",2018-11-07 06:45:00,2018-11-08 10:55:00,1.17361111111111
"5219","10YDE-RWENET---I",2018-11-21,"14:20:00",2018-11-22,"01:45:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--C-H","Niederaußem C","299","B18","136",NA,"2018","11","21","11","22",2018-11-21 14:20:00,2018-11-22 01:45:00,0.475694444444444
"5220","10YDE-RWENET---I",2018-12-05,"08:20:00",2018-12-06,"05:00:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS5GVGTHS","Weisweiler VGT - BI. H","200","B18","0","Other","2018","12","05","12","06",2018-12-05 08:20:00,2018-12-06 05:00:00,0.861111111111111
"5221","10YDE-RWENET---I",2018-12-18,"08:45:00",2018-12-18,"17:00:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS5S--9-Y","WALSUM_9","370","B18","250",NA,"2018","12","18","12","18",2018-12-18 08:45:00,2018-12-18 17:00:00,0.34375
"5223","10YDE-RWENET---I",2019-01-14,"11:20:00",2019-01-14,"11:30:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--H-G","Weisweiler H","660","B18","340","Other","2019","01","14","01","14",2019-01-14 11:20:00,2019-01-14 11:30:00,0.00694444444444444
"5224","10YDE-RWENET---I",2019-02-01,"11:15:00",2019-02-01,"19:15:00","MAW","11WD7SCHO-S--KWW","Scholven","11WD7SCHO1S--B-0","Scholven B","345","B18","210",NA,"2019","02","01","02","01",2019-02-01 11:15:00,2019-02-01 19:15:00,0.333333333333333
"5225","10YDE-RWENET---I",2019-02-19,"23:00:00",2019-02-20,"23:45:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","A95","253",NA,"2019","02","19","02","20",2019-02-19 23:00:00,2019-02-20 23:45:00,1.03125
"5226","10YDE-RWENET---I",2019-03-05,"17:35:00",2019-03-06,"01:00:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--H-G","Weisweiler H","660","B18","560","Other","2019","03","05","03","06",2019-03-05 17:35:00,2019-03-06 01:00:00,0.309027777777778
"5227","10YDE-RWENET---I",2019-03-19,"02:00:00",2019-03-19,"04:38:00","MAW","11WD7GERS-X-KW-C","Gersteinwerk","11WD7GERS1S-K2-7","Gersteinwerk K2","614","B18","0",NA,"2019","03","19","03","19",2019-03-19 02:00:00,2019-03-19 04:38:00,0.109722222222222
"5228","10YDE-RWENET---I",2019-05-07,"07:17:00",2019-05-07,"10:00:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--H-G","Weisweiler H","660","B18","310","Other","2019","05","07","05","07",2019-05-07 07:17:00,2019-05-07 10:00:00,0.113194444444444
"5229","10YDE-RWENET---I",2019-06-06,"07:53:00",2019-06-07,"03:05:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--F-M","Weisweiler F","321","B18","0",NA,"2019","06","06","06","07",2019-06-06 07:53:00,2019-06-07 03:05:00,0.8
"5230","10YDE-RWENET---I",2019-07-04,"22:14:00",2019-07-05,"08:58:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--D-E","Niederaußem D","301","B18","0",NA,"2019","07","04","07","05",2019-07-04 22:14:00,2019-07-05 08:58:00,0.447222222222222
"5231","10YDE-RWENET---I",2019-07-18,"17:00:00",2019-07-18,"17:45:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","A95","243",NA,"2019","07","18","07","18",2019-07-18 17:00:00,2019-07-18 17:45:00,0.03125
"5232","10YDE-RWENET---I",2019-08-29,"07:50:00",2019-08-30,"22:00:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","A95","715",NA,"2019","08","29","08","30",2019-08-29 07:50:00,2019-08-30 22:00:00,1.59027777777778
"5233","10YDE-RWENET---I",2019-09-30,"22:00:00",2019-10-02,"10:00:00","MAW","11WD7VOLK5S--KWI","Voelklingen","11WD7VOLK5S-MKV2","VOELKLINGEN_MKV","179","A95","0",NA,"2019","09","30","10","02",2019-09-30 22:00:00,2019-10-02 10:00:00,1.5
"5234","10YDE-RWENET---I",2019-10-18,"06:15:00",2019-10-18,"09:45:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","A95","183",NA,"2019","10","18","10","18",2019-10-18 06:15:00,2019-10-18 09:45:00,0.145833333333333
"5235","10YDE-RWENET---I",2019-10-30,"06:30:00",2019-10-30,"11:00:00","MAW","11WD7SCHO-S--KWW","Scholven","11WD7SCHO2S--C-R","Scholven C","345","B18","195",NA,"2019","10","30","10","30",2019-10-30 06:30:00,2019-10-30 11:00:00,0.1875
"5236","10YDE-RWENET---I",2019-11-14,"16:00:00",2019-11-14,"21:15:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","A95","243",NA,"2019","11","14","11","14",2019-11-14 16:00:00,2019-11-14 21:15:00,0.21875
"5237","10YDE-RWENET---I",2019-12-02,"08:34:00",2019-12-02,"09:55:00","MAW","11WD7KWKN1GBL203","Knapsack 2","11WD7KWKN-20-EEW","Knapsack 2","426","B18","276","Other","2019","12","02","12","02",2019-12-02 08:34:00,2019-12-02 09:55:00,0.05625
"5238","10YDE-RWENET---I",2015-03-30,"11:37:00",2015-03-31,"01:56:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--G-I","Neurath G","1060","B18","650",NA,"2015","03","30","03","31",2015-03-30 11:37:00,2015-03-31 01:56:00,0.596527777777778
"5239","10YDE-RWENET---I",2015-04-25,"07:00:00",2015-04-25,"08:00:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","B18","320",NA,"2015","04","25","04","25",2015-04-25 07:00:00,2015-04-25 08:00:00,0.0416666666666667
"5242","10YDE-RWENET---I",2015-07-28,"18:00:00",2015-07-28,"18:40:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--G-C","Niederaußem G","629","B18","348",NA,"2015","07","28","07","28",2015-07-28 18:00:00,2015-07-28 18:40:00,0.0277777777777778
"5244","10YDE-RWENET---I",2015-08-22,"05:30:00",2015-08-22,"07:00:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE5S--6-L","LUENEN_6","149","B18","119",NA,"2015","08","22","08","22",2015-08-22 05:30:00,2015-08-22 07:00:00,0.0625
"5246","10YDE-RWENET---I",2015-09-27,"14:30:00",2015-09-27,"17:00:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","B18","580",NA,"2015","09","27","09","27",2015-09-27 14:30:00,2015-09-27 17:00:00,0.104166666666667
"5247","10YDE-RWENET---I",2015-10-10,"17:30:00",2015-10-10,"18:15:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR2B--A-T","Neurath A","294","B18","194",NA,"2015","10","10","10","10",2015-10-10 17:30:00,2015-10-10 18:15:00,0.03125
"5248","10YDE-RWENET---I",2015-10-20,"04:00:00",2015-10-20,"05:00:00","MAW","11WD7VOER1S--KWG","Kraftwerk Voerde","11WD7VOER1S--A-1","Kraftwerk Voerde Block A","695","B18","450",NA,"2015","10","20","10","20",2015-10-20 04:00:00,2015-10-20 05:00:00,0.0416666666666667
"5249","10YDE-RWENET---I",2015-11-08,"02:00:00",2015-11-08,"06:30:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS5S--9-Y","WALSUM_9","370","B18","0",NA,"2015","11","08","11","08",2015-11-08 02:00:00,2015-11-08 06:30:00,0.1875
"5250","10YDE-RWENET---I",2015-11-23,"21:39:00",2015-11-23,"22:57:00","MAW","11WD7FRIM2B-KW-M","Frimmersdorf","11WD7FRIM2B--P-G","Frimmersdorf P","289","B18","0",NA,"2015","11","23","11","23",2015-11-23 21:39:00,2015-11-23 22:57:00,0.0541666666666667
"5251","10YDE-RWENET---I",2016-01-04,"15:24:00",2016-01-04,"16:50:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--E-O","Neurath E","606","B18","353",NA,"2016","01","04","01","04",2016-01-04 15:24:00,2016-01-04 16:50:00,0.0597222222222222
"5252","10YDE-RWENET---I",2016-01-19,"06:52:00",2016-01-19,"10:00:00","MAW","11WD7KWKN1GBL203","Knapsack 2","11WD7KWKN-20-EEW","Knapsack 2","426","B18","0",NA,"2016","01","19","01","19",2016-01-19 06:52:00,2016-01-19 10:00:00,0.130555555555556
"5254","10YDE-RWENET---I",2016-03-23,"05:23:00",2016-03-23,"09:00:00","MAW","11WD7NORF5G--KWG","Kraftwerk Lausward","11WD7NORF5GGUDFA","Block F","595","B18","0",NA,"2016","03","23","03","23",2016-03-23 05:23:00,2016-03-23 09:00:00,0.150694444444444
"5255","10YDE-RWENET---I",2016-04-08,"21:01:00",2016-04-09,"16:20:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE5S--6-L","LUENEN_6","149","B18","0",NA,"2016","04","08","04","09",2016-04-08 21:01:00,2016-04-09 16:20:00,0.804861111111111
"5256","10YDE-RWENET---I",2016-05-08,"21:27:00",2016-05-09,"06:45:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--G-J","Weisweiler G","663","B18","246",NA,"2016","05","08","05","09",2016-05-08 21:27:00,2016-05-09 06:45:00,0.3875
"5257","10YDE-RWENET---I",2016-05-18,"10:52:00",2016-05-18,"14:12:00","MAW","11WD7HERN2S--KWU","Herne","11WD7HERN2S-3--W","HERNE_3","280","B18","0",NA,"2016","05","18","05","18",2016-05-18 10:52:00,2016-05-18 14:12:00,0.138888888888889
"5258","10YDE-RWENET---I",2016-06-02,"07:00:00",2016-06-03,"07:00:00","MAW","11WD7RHAU5G-3--3","HKW III","11WD7RHAU5GKW3B5","HKW IIIB","234","B18","126",NA,"2016","06","02","06","03",2016-06-02 07:00:00,2016-06-03 07:00:00,1
"5259","10YDE-RWENET---I",2016-06-15,"07:34:00",2016-06-15,"10:05:00","MAW","11WD7VOER1S--KWG","Kraftwerk Voerde","11WD7VOER1S--B-Z","Kraftwerk Voerde Block B","695","B18","320",NA,"2016","06","15","06","15",2016-06-15 07:34:00,2016-06-15 10:05:00,0.104861111111111
"5261","10YDE-RWENET---I",2016-07-16,"16:40:00",2016-07-17,"01:00:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","A95","715",NA,"2016","07","16","07","17",2016-07-16 16:40:00,2016-07-17 01:00:00,0.347222222222222
"5262","10YDE-RWENET---I",2016-07-28,"13:27:00",2016-07-28,"15:55:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE2S--7-2","LUENEN_7","324","B18","293",NA,"2016","07","28","07","28",2016-07-28 13:27:00,2016-07-28 15:55:00,0.102777777777778
"5263","10YDE-RWENET---I",2016-08-18,"09:46:00",2016-08-18,"11:08:00","MAW","11WD7GERS-X-KW-C","Gersteinwerk","11WD7GERS1S-K2-7","Gersteinwerk K2","614","B18","480",NA,"2016","08","18","08","18",2016-08-18 09:46:00,2016-08-18 11:08:00,0.0569444444444444
"5264","10YDE-RWENET---I",2016-08-27,"05:50:00",2016-08-27,"09:05:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","B18","120","Other","2016","08","27","08","27",2016-08-27 05:50:00,2016-08-27 09:05:00,0.135416666666667
"5265","10YDE-RWENET---I",2016-09-09,"15:30:00",2016-09-13,"09:35:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","A95","705",NA,"2016","09","09","09","13",2016-09-09 15:30:00,2016-09-13 09:35:00,3.75347222222222
"5266","10YDE-RWENET---I",2016-09-26,"13:40:00",2016-09-29,"15:55:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--E-O","Neurath E","606","B18","0",NA,"2016","09","26","09","29",2016-09-26 13:40:00,2016-09-29 15:55:00,3.09375
"5268","10YDE-RWENET---I",2016-11-01,"08:25:00",2016-11-01,"11:25:00","MAW","11WD7WEST1S-KW-K","Westfalen","11WD7WSFN1S--E-Z","Westfalen E","780","B18","630",NA,"2016","11","01","11","01",2016-11-01 08:25:00,2016-11-01 11:25:00,0.125
"5269","10YDE-RWENET---I",2016-11-13,"09:13:00",2016-11-13,"12:06:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--H-9","Niederaußem H","639","B18","0",NA,"2016","11","13","11","13",2016-11-13 09:13:00,2016-11-13 12:06:00,0.120138888888889
"5271","10YDE-RWENET---I",2016-12-13,"15:30:00",2016-12-13,"21:59:00","MAW","11WD7WEIH2S--KWV","Weiher","11WD7WEIH2S--C-A","WEIHER_C","656","B18","250.4",NA,"2016","12","13","12","13",2016-12-13 15:30:00,2016-12-13 21:59:00,0.270138888888889
