"","biddingZone_Domain.mRID","start_DateAndOrTime.date","start_DateAndOrTime.time","end_DateAndOrTime.date","end_DateAndOrTime.time","quantity_Measure_Unit.name","production_RegisteredResource.mRID","production_RegisteredResource.name","production_RegisteredResource.pSRType.powerSystemResources.mRID","production_RegisteredResource.pSRType.powerSystemResources.name","production_RegisteredResource.pSRType.powerSystemResources.nominalP","reas_c","quantity","reas_t","year","st.mon","st.d","end.mon","end.d","st.datetime","end.datetime","duration_days"
"5069","10YDE-RWENET---I",2015-12-03,"10:50:00",2015-12-03,"11:35:00","MAW","11WD7KWKN1GBL203","Knapsack 2","11WD7KWKN-20-EEW","Knapsack 2","426","B18","0",NA,"2015","12","03","12","03",2015-12-03 10:50:00,2015-12-03 11:35:00,0.03125
"5070","10YDE-RWENET---I",2015-12-19,"19:00:00",2015-12-19,"20:30:00","MAW","11WD7GERS-X-KW-C","Gersteinwerk","11WD7GERS1S-K2-7","Gersteinwerk K2","614","B18","279",NA,"2015","12","19","12","19",2015-12-19 19:00:00,2015-12-19 20:30:00,0.0625
"5071","10YDE-RWENET---I",2016-01-04,"10:35:00",2016-01-04,"15:23:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--E-O","Neurath E","606","B18","339",NA,"2016","01","04","01","04",2016-01-04 10:35:00,2016-01-04 15:23:00,0.2
"5072","10YDE-RWENET---I",2016-01-19,"01:23:00",2016-01-19,"07:23:00","MAW","11WD7FRIM2B-KW-M","Frimmersdorf","11WD7FRIM2B--Q-D","Frimmersdorf Q","291","B18","10",NA,"2016","01","19","01","19",2016-01-19 01:23:00,2016-01-19 07:23:00,0.25
"5073","10YDE-RWENET---I",2016-02-04,"09:15:00",2016-02-04,"16:12:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--D-R","Neurath D","604","B18","351",NA,"2016","02","04","02","04",2016-02-04 09:15:00,2016-02-04 16:12:00,0.289583333333333
"5075","10YDE-RWENET---I",2016-03-09,"14:10:00",2016-03-10,"10:14:00","MAW","11WD7KOEP2P--KWG","Koepchenwerk","11WD7KOEP2P--5-G","Koepchenwerk","162","B18","0",NA,"2016","03","09","03","10",2016-03-09 14:10:00,2016-03-10 10:14:00,0.836111111111111
"5076","10YDE-RWENET---I",2016-03-22,"23:49:00",2016-03-23,"00:35:00","MAW","11WD7IBBE2S--KW6","Ibbenbüren","11WD7IBBE2S--B-P","Ibbenbüren B","791","B18","0",NA,"2016","03","22","03","23",2016-03-22 23:49:00,2016-03-23 00:35:00,0.0319444444444444
"5077","10YDE-RWENET---I",2016-04-08,"03:49:00",2016-04-08,"04:49:00","MAW","11WD7NORF5G--KWG","Kraftwerk Lausward","11WD7NORF5GGUDFA","Block F","595","B18","0",NA,"2016","04","08","04","08",2016-04-08 03:49:00,2016-04-08 04:49:00,0.0416666666666667
"5078","10YDE-RWENET---I",2016-04-19,"16:28:00",2016-04-19,"17:55:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--K-0","Niederaußem K (BoA 1)","924","B18","425","Other","2016","04","19","04","19",2016-04-19 16:28:00,2016-04-19 17:55:00,0.0604166666666667
"5080","10YDE-RWENET---I",2016-05-18,"04:45:00",2016-05-18,"09:20:00","MAW","11WD7HERN2S--KWU","Herne","11WD7HERN2S-3--W","HERNE_3","280","B18","0",NA,"2016","05","18","05","18",2016-05-18 04:45:00,2016-05-18 09:20:00,0.190972222222222
"5081","10YDE-RWENET---I",2016-06-02,"00:25:00",2016-06-02,"10:45:00","MAW","11WD7GKWE2S--KW8","GK-West","11WD7GKWE2S--2-H","GK-WEST_2","320","B18","0",NA,"2016","06","02","06","02",2016-06-02 00:25:00,2016-06-02 10:45:00,0.430555555555556
"5082","10YDE-RWENET---I",2016-06-15,"05:25:00",2016-06-15,"12:00:00","MAW","11WD7GKWE2S--KW8","GK-West","11WD7GKWE2S--1-K","GK-WEST_1","320","B18","270",NA,"2016","06","15","06","15",2016-06-15 05:25:00,2016-06-15 12:00:00,0.274305555555556
"5083","10YDE-RWENET---I",2016-06-28,"05:50:00",2016-06-28,"06:30:00","MAW","11WD7GKWE2S--KW8","GK-West","11WD7GKWE2S--1-K","GK-WEST_1","320","B18","270",NA,"2016","06","28","06","28",2016-06-28 05:50:00,2016-06-28 06:30:00,0.0277777777777778
"5085","10YDE-RWENET---I",2016-07-28,"08:30:00",2016-07-28,"13:00:00","MAW","11WD7MITB1C----N","Bexbach","11WD7MITB1C---A1","BEXBACH_A_GESAMT","726","B18","530",NA,"2016","07","28","07","28",2016-07-28 08:30:00,2016-07-28 13:00:00,0.1875
"5086","10YDE-RWENET---I",2016-08-18,"09:35:00",2016-08-20,"00:35:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","B18","180","Other","2016","08","18","08","20",2016-08-18 09:35:00,2016-08-20 00:35:00,1.625
"5087","10YDE-RWENET---I",2016-08-26,"18:30:00",2016-08-29,"17:50:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS5S--9-Y","WALSUM_9","370","A95","200",NA,"2016","08","26","08","29",2016-08-26 18:30:00,2016-08-29 17:50:00,2.97222222222222
"5088","10YDE-RWENET---I",2016-09-09,"13:20:00",2016-09-09,"15:30:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","A95","715",NA,"2016","09","09","09","09",2016-09-09 13:20:00,2016-09-09 15:30:00,0.0902777777777778
"5089","10YDE-RWENET---I",2016-09-26,"11:49:00",2016-09-26,"13:30:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS5S--9-Y","WALSUM_9","370","A95","310",NA,"2016","09","26","09","26",2016-09-26 11:49:00,2016-09-26 13:30:00,0.0701388888888889
"5090","10YDE-RWENET---I",2016-10-15,"23:15:00",2016-10-16,"01:04:00","MAW","11WD7IBBE2S--KW6","Ibbenbüren","11WD7IBBE2S--B-P","Ibbenbüren B","791","B18","692",NA,"2016","10","15","10","16",2016-10-15 23:15:00,2016-10-16 01:04:00,0.0756944444444444
"5091","10YDE-RWENET---I",2016-10-31,"07:15:00",2016-10-31,"22:02:00","MAW","11WD7WEIH2S--KWV","Weiher","11WD7WEIH2S--C-A","WEIHER_C","656","A95","641",NA,"2016","10","31","10","31",2016-10-31 07:15:00,2016-10-31 22:02:00,0.615972222222222
"5092","10YDE-RWENET---I",2016-11-13,"00:00:00",2016-11-13,"04:32:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--F-L","Neurath F","1060","B18","740",NA,"2016","11","13","11","13",2016-11-13 00:00:00,2016-11-13 04:32:00,0.188888888888889
"5093","10YDE-RWENET---I",2016-11-25,"14:30:00",2016-11-25,"19:23:00","MAW","11WD7EMSL-G-KW-T","Emsland","11WD7EMSL-G-BLB0","Emsland B","475","B18","226",NA,"2016","11","25","11","25",2016-11-25 14:30:00,2016-11-25 19:23:00,0.203472222222222
"5094","10YDE-RWENET---I",2016-12-12,"17:30:00",2016-12-12,"23:49:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--C-U","Neurath C","294","B18","0",NA,"2016","12","12","12","12",2016-12-12 17:30:00,2016-12-12 23:49:00,0.263194444444444
"5095","10YDE-RWENET---I",2017-01-02,"07:00:00",2017-01-02,"09:00:00","MAW","11WD7WEIH2S--KWV","Weiher","11WD7WEIH2S--C-A","WEIHER_C","656","B18","630.4",NA,"2017","01","02","01","02",2017-01-02 07:00:00,2017-01-02 09:00:00,0.0833333333333333
"5096","10YDE-RWENET---I",2017-01-16,"05:07:00",2017-01-16,"06:09:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE2S--7-2","LUENEN_7","324","B18","290",NA,"2017","01","16","01","16",2017-01-16 05:07:00,2017-01-16 06:09:00,0.0430555555555556
"5097","10YDE-RWENET---I",2017-01-26,"05:30:00",2017-01-26,"08:59:00","MAW","11WD7HERN2S--KWU","Herne","11WD7HERN2S-3--W","HERNE_3","280","B18","100",NA,"2017","01","26","01","26",2017-01-26 05:30:00,2017-01-26 08:59:00,0.145138888888889
"5098","10YDE-RWENET---I",2017-02-10,"10:30:00",2017-02-10,"14:00:00","MAW","11WD7KWHU----KW9","KW Lünen","11WD7STUM1SBL10G","KW Lünen Block 1","746","B18","628","Other","2017","02","10","02","10",2017-02-10 10:30:00,2017-02-10 14:00:00,0.145833333333333
"5099","10YDE-RWENET---I",2017-02-28,"17:45:00",2017-02-28,"20:00:00","MAW","11WD7EMSL-G-KW-T","Emsland","11WD7EMSL-G-BLB0","Emsland B","475","B18","360",NA,"2017","02","28","02","28",2017-02-28 17:45:00,2017-02-28 20:00:00,0.09375
"5100","10YDE-RWENET---I",2017-03-14,"03:21:00",2017-03-17,"23:15:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--E-B","Niederaußem E","302","B18","0",NA,"2017","03","14","03","17",2017-03-14 03:21:00,2017-03-17 23:15:00,3.82916666666667
"5101","10YDE-RWENET---I",2017-03-30,"10:20:00",2017-03-31,"14:00:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE5S--6-L","LUENEN_6","149","B18","119",NA,"2017","03","30","03","31",2017-03-30 10:20:00,2017-03-31 14:00:00,1.15277777777778
"5102","10YDE-RWENET---I",2017-05-01,"11:30:00",2017-05-01,"12:30:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--G-I","Neurath G","1060","B18","960",NA,"2017","05","01","05","01",2017-05-01 11:30:00,2017-05-01 12:30:00,0.0416666666666667
"5103","10YDE-RWENET---I",2017-05-30,"23:20:00",2017-06-01,"01:30:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","B18","165","Other","2017","05","30","06","01",2017-05-30 23:20:00,2017-06-01 01:30:00,1.09027777777778
"5104","10YDE-RWENET---I",2017-06-14,"15:35:00",2017-06-14,"22:58:00","MAW","11WD7VOLK5S--KWI","Voelklingen","11WD7VOLK5S-MKV2","VOELKLINGEN_MKV","179","A95","169",NA,"2017","06","14","06","14",2017-06-14 15:35:00,2017-06-14 22:58:00,0.307638888888889
"5105","10YDE-RWENET---I",2017-06-24,"00:30:00",2017-06-29,"03:30:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--F-M","Weisweiler F","322","B18","214",NA,"2017","06","24","06","29",2017-06-24 00:30:00,2017-06-29 03:30:00,5.125
"5106","10YDE-RWENET---I",2017-07-10,"22:00:00",2017-07-10,"23:15:00","MAW","11WD4SWSW5HD7--F","Schluchsee","11WD4WEHR1HD7--M","Wehr","455","B18","227.5",NA,"2017","07","10","07","10",2017-07-10 22:00:00,2017-07-10 23:15:00,0.0520833333333333
"5107","10YDE-RWENET---I",2017-07-30,"12:15:00",2017-07-30,"13:25:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--G-C","Niederaußem G","629","B18","443",NA,"2017","07","30","07","30",2017-07-30 12:15:00,2017-07-30 13:25:00,0.0486111111111111
"5109","10YDE-RWENET---I",2017-08-25,"18:00:00",2017-08-31,"15:55:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","B18","180","Other","2017","08","25","08","31",2017-08-25 18:00:00,2017-08-31 15:55:00,5.91319444444444
"5110","10YDE-RWENET---I",2017-09-15,"04:41:00",2017-09-15,"05:25:00","MAW","11WD7IBBE2S--KW6","Ibbenbüren","11WD7IBBE2S--B-P","Ibbenbüren B","791","B18","350",NA,"2017","09","15","09","15",2017-09-15 04:41:00,2017-09-15 05:25:00,0.0305555555555556
"5111","10YDE-RWENET---I",2017-10-14,"07:00:00",2017-10-14,"10:26:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--G-I","Neurath G","1060","B18","790",NA,"2017","10","14","10","14",2017-10-14 07:00:00,2017-10-14 10:26:00,0.143055555555556
"5112","10YDE-RWENET---I",2017-10-23,"02:00:00",2017-10-23,"03:30:00","MAW","11WD7KWHU----KW9","KW Lünen","11WD7STUM1SBL10G","KW Lünen Block 1","746","B18","500",NA,"2017","10","23","10","23",2017-10-23 02:00:00,2017-10-23 03:30:00,0.0625
"5113","10YDE-RWENET---I",2017-11-12,"12:45:00",2017-11-15,"11:00:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","B18","40",NA,"2017","11","12","11","15",2017-11-12 12:45:00,2017-11-15 11:00:00,2.92708333333333
"5114","10YDE-RWENET---I",2017-11-20,"02:18:00",2017-11-30,"01:29:00","MAW","11WD7GERS-X-KW-C","Gersteinwerk","11WD7GERS1S-K2-7","Gersteinwerk K2","614","B18","0",NA,"2017","11","20","11","30",2017-11-20 02:18:00,2017-11-30 01:29:00,9.96597222222222
"5115","10YDE-RWENET---I",2017-12-07,"07:10:00",2017-12-07,"21:45:00","MAW","11WD7VOLK5S--KWI","Voelklingen","11WD7VOLK5S-HKVM","VOELKLINGEN_HKV","211","B18","0",NA,"2017","12","07","12","07",2017-12-07 07:10:00,2017-12-07 21:45:00,0.607638888888889
"5116","10YDE-RWENET---I",2017-12-27,"04:00:00",2017-12-27,"05:55:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE5S--6-L","LUENEN_6","149","B18","52",NA,"2017","12","27","12","27",2017-12-27 04:00:00,2017-12-27 05:55:00,0.0798611111111111
"5117","10YDE-RWENET---I",2018-01-29,"04:30:00",2018-01-29,"06:15:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--F-L","Neurath F","1060","B18","10",NA,"2018","01","29","01","29",2018-01-29 04:30:00,2018-01-29 06:15:00,0.0729166666666667
"5118","10YDE-RWENET---I",2018-02-04,"18:10:00",2018-02-05,"09:12:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE5S--6-L","LUENEN_6","149","B18","119",NA,"2018","02","04","02","05",2018-02-04 18:10:00,2018-02-05 09:12:00,0.626388888888889
"5119","10YDE-RWENET---I",2018-02-19,"06:45:00",2018-02-19,"09:35:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE2S--7-2","LUENEN_7","324","B18","270",NA,"2018","02","19","02","19",2018-02-19 06:45:00,2018-02-19 09:35:00,0.118055555555556
"5120","10YDE-RWENET---I",2018-03-13,"22:00:00",2018-03-13,"23:00:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--H-G","Weisweiler H","656","B18","460",NA,"2018","03","13","03","13",2018-03-13 22:00:00,2018-03-13 23:00:00,0.0416666666666667
"5121","10YDE-RWENET---I",2018-03-23,"14:00:00",2018-03-24,"16:00:00","MAW","11WD7KWHU----KW9","KW Lünen","11WD7STUM1SBL10G","KW Lünen Block 1","746","B18","614",NA,"2018","03","23","03","24",2018-03-23 14:00:00,2018-03-24 16:00:00,1.08333333333333
"5122","10YDE-RWENET---I",2018-05-23,"10:37:00",2018-05-23,"14:42:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS5S--9-Y","WALSUM_9","370","B18","0",NA,"2018","05","23","05","23",2018-05-23 10:37:00,2018-05-23 14:42:00,0.170138888888889
"5123","10YDE-RWENET---I",2018-06-06,"08:55:00",2018-06-06,"10:39:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--H-G","Weisweiler H","656","B18","410",NA,"2018","06","06","06","06",2018-06-06 08:55:00,2018-06-06 10:39:00,0.0722222222222222
"5124","10YDE-RWENET---I",2018-07-26,"10:06:00",2018-07-28,"05:23:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","A95","705",NA,"2018","07","26","07","28",2018-07-26 10:06:00,2018-07-28 05:23:00,1.80347222222222
"5125","10YDE-RWENET---I",2018-08-05,"17:30:00",2018-08-06,"05:30:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE5S--6-L","LUENEN_6","149","A95","129",NA,"2018","08","05","08","06",2018-08-05 17:30:00,2018-08-06 05:30:00,0.5
"5126","10YDE-RWENET---I",2018-08-23,"09:47:00",2018-08-24,"20:28:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS5B--E-Y","Weisweiler E","322","B18","151",NA,"2018","08","23","08","24",2018-08-23 09:47:00,2018-08-24 20:28:00,1.44513888888889
"5127","10YDE-RWENET---I",2018-09-05,"08:30:00",2018-09-05,"17:15:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE5S--6-L","LUENEN_6","149","A95","109",NA,"2018","09","05","09","05",2018-09-05 08:30:00,2018-09-05 17:15:00,0.364583333333333
"5128","10YDE-RWENET---I",2018-09-16,"08:00:00",2018-09-16,"19:03:00","MAW","11WD7NEUR-B-KW-B","Neurath","11WD7NEUR1B--F-L","Neurath F","1060","B18","960","Other","2018","09","16","09","16",2018-09-16 08:00:00,2018-09-16 19:03:00,0.460416666666667
"5129","10YDE-RWENET---I",2018-10-05,"06:54:00",2018-10-05,"08:17:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--D-E","Niederaußem D","301","B18","0",NA,"2018","10","05","10","05",2018-10-05 06:54:00,2018-10-05 08:17:00,0.0576388888888889
"5130","10YDE-RWENET---I",2018-11-06,"19:39:00",2018-11-06,"23:00:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","A95","660",NA,"2018","11","06","11","06",2018-11-06 19:39:00,2018-11-06 23:00:00,0.139583333333333
"5131","10YDE-RWENET---I",2018-11-21,"13:50:00",2018-11-21,"14:20:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--C-H","Niederaußem C","299","B18","116",NA,"2018","11","21","11","21",2018-11-21 13:50:00,2018-11-21 14:20:00,0.0208333333333333
"5132","10YDE-RWENET---I",2018-12-05,"08:20:00",2018-12-06,"05:00:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS5GVGTGU","Weisweiler VGT - BI. G","200","B18","0","Other","2018","12","05","12","06",2018-12-05 08:20:00,2018-12-06 05:00:00,0.861111111111111
"5133","10YDE-RWENET---I",2018-12-18,"08:10:00",2018-12-18,"23:00:00","MAW","11WD7BERG1S--KWB","Bergkamen","11WD7BERG1S--A-X","BERGKAMEN_A","717","A95","670",NA,"2018","12","18","12","18",2018-12-18 08:10:00,2018-12-18 23:00:00,0.618055555555556
"5134","10YDE-RWENET---I",2019-01-05,"12:25:00",2019-01-05,"13:33:00","MAW","11WD7HERN2S--KWU","Herne","11WD7HERN2S--4-X","HERNE_4","460","B18","340",NA,"2019","01","05","01","05",2019-01-05 12:25:00,2019-01-05 13:33:00,0.0472222222222222
"5135","10YDE-RWENET---I",2019-01-14,"11:14:00",2019-01-14,"15:30:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--C-H","Niederaußem C","299","B18","131","Other","2019","01","14","01","14",2019-01-14 11:14:00,2019-01-14 15:30:00,0.177777777777778
"5136","10YDE-RWENET---I",2019-02-01,"10:00:00",2019-02-01,"11:30:00","MAW","11WD7MITB1C----N","Bexbach","11WD7MITB1C---A1","BEXBACH_A_GESAMT","726","B18","600",NA,"2019","02","01","02","01",2019-02-01 10:00:00,2019-02-01 11:30:00,0.0625
"5137","10YDE-RWENET---I",2019-02-19,"23:00:00",2019-02-20,"23:45:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","A95","253",NA,"2019","02","19","02","20",2019-02-19 23:00:00,2019-02-20 23:45:00,1.03125
"5138","10YDE-RWENET---I",2019-03-05,"16:30:00",2019-03-05,"19:40:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--G-J","Weisweiler G","660","B18","500",NA,"2019","03","05","03","05",2019-03-05 16:30:00,2019-03-05 19:40:00,0.131944444444444
"5139","10YDE-RWENET---I",2019-03-19,"02:00:00",2019-03-19,"03:20:00","MAW","11WD7KWKN----KW1","Knapsack 1","11WD7KWKN-KW-EEN","Knapsack 1","784","B18","528","Other","2019","03","19","03","19",2019-03-19 02:00:00,2019-03-19 03:20:00,0.0555555555555556
"5140","10YDE-RWENET---I",2019-05-07,"04:45:00",2019-05-07,"09:15:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--A-C","Huckingen A","300","A95","243",NA,"2019","05","07","05","07",2019-05-07 04:45:00,2019-05-07 09:15:00,0.1875
"5141","10YDE-RWENET---I",2019-06-06,"07:45:00",2019-06-06,"12:00:00","MAW","11WD7HUCK2G--KWR","Huckingen (HKM)","11WD7HUCK2G--B-9","Huckingen B","300","A95","243",NA,"2019","06","06","06","06",2019-06-06 07:45:00,2019-06-06 12:00:00,0.177083333333333
"5142","10YDE-RWENET---I",2019-07-04,"19:00:00",2019-07-05,"05:00:00","MAW","11WD7GARE5XHEKWQ","HERDECKE","11WD7HERD2G-H6-X","HERDECKE_H6","424","B18","0",NA,"2019","07","04","07","05",2019-07-04 19:00:00,2019-07-05 05:00:00,0.416666666666667
"5143","10YDE-RWENET---I",2019-07-18,"13:40:00",2019-07-19,"13:00:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","B18","575",NA,"2019","07","18","07","19",2019-07-18 13:40:00,2019-07-19 13:00:00,0.972222222222222
"5144","10YDE-RWENET---I",2019-07-29,"04:29:00",2019-07-29,"07:36:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS5GVGTHS","Weisweiler VGT - BI. H","200","B18","0",NA,"2019","07","29","07","29",2019-07-29 04:29:00,2019-07-29 07:36:00,0.129861111111111
"5145","10YDE-RWENET---I",2019-08-29,"06:40:00",2019-08-29,"09:00:00","MAW","11WD7HERN2S--KWU","Herne","11WD7HERN2S--4-X","HERNE_4","460","B18","435",NA,"2019","08","29","08","29",2019-08-29 06:40:00,2019-08-29 09:00:00,0.0972222222222222
"5146","10YDE-RWENET---I",2019-09-30,"15:00:00",2019-09-30,"16:04:00","MAW","11WD7EMSL-G-KW-T","Emsland","11WD7EMSL1G-GUD9","Emsland D","870","B18","30",NA,"2019","09","30","09","30",2019-09-30 15:00:00,2019-09-30 16:04:00,0.0444444444444444
"5147","10YDE-RWENET---I",2019-10-18,"02:30:00",2019-10-18,"07:30:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","B18","355",NA,"2019","10","18","10","18",2019-10-18 02:30:00,2019-10-18 07:30:00,0.208333333333333
"5148","10YDE-RWENET---I",2019-10-30,"04:20:00",2019-10-30,"10:30:00","MAW","11WD7VOLK5S--KWI","Voelklingen","11WD7VOLK5S-HKVM","VOELKLINGEN_HKV","211","B18","201",NA,"2019","10","30","10","30",2019-10-30 04:20:00,2019-10-30 10:30:00,0.256944444444444
"5149","10YDE-RWENET---I",2019-11-14,"15:00:00",2019-11-14,"15:53:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS1B--G-J","Weisweiler G","660","B18","360","Other","2019","11","14","11","14",2019-11-14 15:00:00,2019-11-14 15:53:00,0.0368055555555556
"5150","10YDE-RWENET---I",2019-12-02,"08:30:00",2020-01-19,"23:00:00","MAW","11WD7FUEH5GMEKW7","HKW Merkenich","11WD7FUEH5GMERKA","GuD-Anlage-HKW-Merkenich","110","B18","0",NA,"2019","12","02","01","19",2019-12-02 08:30:00,2020-01-19 23:00:00,48.6041666666667
"5151","10YDE-RWENET---I",2015-04-11,"00:30:00",2015-04-11,"19:30:00","MAW","11WD7SCHO-S--KWW","Scholven","11WD7SCHO2S--C-R","Scholven C","345","B18","0","Other","2015","04","11","04","11",2015-04-11 00:30:00,2015-04-11 19:30:00,0.791666666666667
"5152","10YDE-RWENET---I",2015-04-25,"05:35:00",2015-04-29,"02:03:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--C-H","Niederaußem C","296","B18","155",NA,"2015","04","25","04","29",2015-04-25 05:35:00,2015-04-29 02:03:00,3.85277777777778
"5153","10YDE-RWENET---I",2015-05-27,"15:45:00",2015-05-30,"20:00:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED2B--E-B","Niederaußem E","302","B18","0",NA,"2015","05","27","05","30",2015-05-27 15:45:00,2015-05-30 20:00:00,3.17708333333333
"5156","10YDE-RWENET---I",2015-08-10,"02:05:00",2015-08-10,"08:53:00","MAW","11WD7WEST1S-KW-K","Westfalen","11WD7WSFN1S--E-Z","Westfalen E","763.7","B18","0",NA,"2015","08","10","08","10",2015-08-10 02:05:00,2015-08-10 08:53:00,0.283333333333333
"5157","10YDE-RWENET---I",2015-08-21,"18:38:00",2015-08-21,"19:15:00","MAW","11WD7KRBG1K-KW-V","Gundremmingen","11WD7KRBG1KD7-CC","Gundremmingen C","1288","B18","868","Other","2015","08","21","08","21",2015-08-21 18:38:00,2015-08-21 19:15:00,0.0256944444444444
"5158","10YDE-RWENET---I",2015-09-27,"13:00:00",2015-09-27,"16:00:00","MAW","11WD7BERG1S--KWB","Bergkamen","11WD7BERG1S--A-X","BERGKAMEN_A","717","B18","0",NA,"2015","09","27","09","27",2015-09-27 13:00:00,2015-09-27 16:00:00,0.125
"5159","10YDE-RWENET---I",2015-10-10,"13:15:00",2015-10-10,"16:15:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS5S--9-Y","WALSUM_9","370","B18","300",NA,"2015","10","10","10","10",2015-10-10 13:15:00,2015-10-10 16:15:00,0.125
"5160","10YDE-RWENET---I",2015-10-19,"14:00:00",2015-10-20,"14:00:00","MAW","11WD7FUEH5GMEKW7","HKW Merkenich","11WD7FUEH5GMERKA","GuD-Anlage-HKW-Merkenich","110","B18","0",NA,"2015","10","19","10","20",2015-10-19 14:00:00,2015-10-20 14:00:00,1
"5161","10YDE-RWENET---I",2015-11-23,"02:08:00",2015-11-23,"02:41:00","MAW","11WD7LUNE2S--KW8","Luenen","11WD7LUNE2S--7-2","LUENEN_7","324","B18","0",NA,"2015","11","23","11","23",2015-11-23 02:08:00,2015-11-23 02:41:00,0.0229166666666667
"5163","10YDE-RWENET---I",2015-12-19,"19:28:00",2015-12-19,"20:59:00","MAW","11WD7NORF5G--KWG","Kraftwerk Lausward","11WD7NORF5GGUDFA","Block F","595","B18","0",NA,"2015","12","19","12","19",2015-12-19 19:28:00,2015-12-19 20:59:00,0.0631944444444444
"5164","10YDE-RWENET---I",2016-01-19,"06:00:00",2016-01-19,"07:00:00","MAW","11WD7KWKN----KW1","Knapsack 1","11WD7KWKN-KW-EEN","Knapsack 1","784","B18","512",NA,"2016","01","19","01","19",2016-01-19 06:00:00,2016-01-19 07:00:00,0.0416666666666667
"5166","10YDE-RWENET---I",2016-03-23,"03:00:00",2016-03-24,"10:00:00","MAW","11WD7WALS1S--KW0","Walsum","11WD7WALS1S--10A","WALSUM_10","725","B18","560",NA,"2016","03","23","03","24",2016-03-23 03:00:00,2016-03-24 10:00:00,1.29166666666667
"5167","10YDE-RWENET---I",2016-04-19,"17:55:00",2016-04-21,"12:28:00","MAW","11WD7NIED-B-KW-5","Niederaußem","11WD7NIED1B--K-0","Niederaußem K (BoA 1)","924","B18","450","Other","2016","04","19","04","21",2016-04-19 17:55:00,2016-04-21 12:28:00,1.77291666666667
"5168","10YDE-RWENET---I",2016-05-08,"21:27:00",2016-05-09,"06:45:00","MAW","11WD7WEIS-B-KW-C","Weisweiler","11WD7WEIS5B--E-Y","Weisweiler E","322","B18","184",NA,"2016","05","08","05","09",2016-05-08 21:27:00,2016-05-09 06:45:00,0.3875
